deviceID,output,digital,maximumResponseTime,memoryStatus,batteryLevel,measurement,protocol,type,unit,environment,latitude,longitude,altitude,floor,locationKeyword,LocationIdentifier,ComputationalCost,BatteryCost
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,1,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
pir1,1,1,1,50,50,0,etsi,presence,bool,0,40,10,7,1,kitchen,1,0.1,0.1
