deviceID,output,digital,maximumResponseTime,memoryStatus,batteryLevel,measurement,protocol,type,unit,environment,latitude,longitude,altitude,floor,locationKeyword,LocationIdentifier,ComputationalCost,BatteryCost
000011,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
000011,1,1,1,12,100,21,etsi,TRAFFIC,cars/min,1,43.655589,10.436023,7,0,Pisa,Giannessi,0.1,10
