deviceID,output,digital,maximumResponseTime,memoryStatus,batteryLevel,measurement,protocol,type,unit,environment,latitude,longitude,altitude,floor,locationKeyword,LocationIdentifier,ComputationalCost,BatteryCost
000004,1,1,1,12,100,7,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,7,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,7,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,7,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,6,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,5,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,5,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,4,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,5,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,5,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,4,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,4,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,3,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,3,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,3,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,4,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,4,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,4,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
000004,1,1,1,12,100,4,etsi,TRAFFIC,cars/min,1,43.657954,10.435742,7,0,Pisa,FagianoII,0.1,10
