deviceID,output,digital,maximumResponseTime,memoryStatus,batteryLevel,measurement,protocol,type,unit,environment,latitude,longitude,altitude,floor,locationKeyword,LocationIdentifier,ComputationalCost,BatteryCost
000009,1,1,1,12,100,9,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,14,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,14,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,14,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,14,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,14,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,14,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,14,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
000009,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.655170,10.437821,7,0,Pisa,Tiberio,0.1,10
