deviceID,output,digital,maximumResponseTime,memoryStatus,batteryLevel,measurement,protocol,type,unit,environment,latitude,longitude,altitude,floor,locationKeyword,LocationIdentifier,ComputationalCost,BatteryCost
000007,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,10,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,12,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,12,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,14,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,14,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,14,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,13,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,13,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,13,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,12,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,12,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,11,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
000007,1,1,1,12,100,12,etsi,TRAFFIC,cars/min,1,43.654006,10.439433,7,0,Pisa,FortiIII,0.1,10
